manual_saver
BREAD,$GPRMC,010915.800,V,,,,,0.00,0.00,060180,,,N*46
BREAD,$GPRMC,010916.800,V,,,,,0.00,0.00,060180,,,N*45
BREAD,$GPRMC,010917.800,V,,,,,0.00,0.00,060180,,,N*44
BREAD,$GPRMC,010918.800,V,,,,,0.00,0.00,060180,,,N*4B
BREAD,$GPRMC,010919.800,V,,,,,0.00,0.00,060180,,,N*4A
BREAD,$GPRMC,010920.800,V,,,,,0.00,0.00,060180,,,N*40
BREAD,$GPRMC,010921.800,V,,,,,0.00,0.00,060180,,,N*41
BREAD,$GPRMC,010922.800,V,,,,,0.00,0.00,060180,,,N*42
BREAD,$GPRMC,010923.800,V,,,,,0.00,0.00,060180,,,N*43
BREAD,$GPRMC,010924.800,V,,,,,0.00,0.00,060180,,,N*44
BREAD,$GPRMC,010925.800,V,,,,,0.00,0.00,060180,,,N*45
BREAD,$GPRMC,010926.800,V,,,,,0.00,0.00,060180,,,N*46
BREAD,$GPRMC,010927.800,V,,,,,0.00,0.00,060180,,,N*47
