manual_saver
BREAD,$GPRMC,011015.800,V,,,,,0.00,0.00,060180,,,N*4E
BREAD,$GPRMC,011016.800,V,,,,,0.00,0.00,060180,,,N*4D
BREAD,$GPRMC,011017.800,V,,,,,0.00,0.00,060180,,,N*4C
BREAD,$GPRMC,011018.800,V,,,,,0.00,0.00,060180,,,N*43
BREAD,$GPRMC,011019.800,V,,,,,0.00,0.00,060180,,,N*42
BREAD,$GPRMC,011020.800,V,,,,,0.00,0.00,060180,,,N*48
BREAD,$GPRMC,011021.800,V,,,,,0.00,0.00,060180,,,N*49
BREAD,$GPRMC,011022.800,V,,,,,0.00,0.00,060180,,,N*4A
BREAD,$GPRMC,011023.800,V,,,,,0.00,0.00,060180,,,N*4B
BREAD,$GPRMC,011024.800,V,,,,,0.00,0.00,060180,,,N*4C
BREAD,$GPRMC,011025.800,V,,,,,0.00,0.00,060180,,,N*4D
BREAD,$GPRMC,011026.800,V,,,,,0.00,0.00,060180,,,N*4E
BREAD,$GPRMC,011027.800,V,,,,,0.00,0.00,060180,,,N*4F
BREAD,$GPRMC,011028.800,V,,,,,0.00,0.00,060180,,,N*40
BREAD,$GPRMC,011030.800,V,,,,,0.00,0.00,060180,,,N*49
